ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
1/31501771,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,77.4,Phalaropus fulicarius,Red Phalarope,14.25,Phalaropus tricolor,Wilson's Phalarope,1.67,Calidris alba,Sanderling,0.1,Cepphus grylle,Black Guillemot,0.09
0/31501770,Phalaropus lobatus,Phalaropus fulicarius,Red Phalarope,43.13,Phalaropus lobatus,Red necked Phalarope,36.0,Phalaropus tricolor,Wilson's Phalarope,12.4,Chroicocephalus philadelphia,Bonaparte's Gull,0.47,Podiceps nigricollis,Eared Grebe,0.24
9/31501769,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,94.01,Phalaropus fulicarius,Red Phalarope,2.63,Phalaropus tricolor,Wilson's Phalarope,0.92,Recurvirostra americana,American Avocet,0.04,Mniotilta varia,Black and white Warbler,0.04
8/31773358,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,95.63,Phalaropus tricolor,Wilson's Phalarope,2.51,Phalaropus fulicarius,Red Phalarope,0.34,Recurvirostra avosetta,Pied Avocet,0.06,Cepphus grylle,Black Guillemot,0.05
4/31460354,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,69.28,Phalaropus fulicarius,Red Phalarope,20.97,Phalaropus tricolor,Wilson's Phalarope,4.1,Chlidonias niger,Black Tern,0.15,Calidris alba,Sanderling,0.11
5/31462455,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,86.41,Phalaropus fulicarius,Red Phalarope,5.05,Phalaropus tricolor,Wilson's Phalarope,4.4,Recurvirostra avosetta,Pied Avocet,0.11,Recurvirostra americana,American Avocet,0.09
2/31461332,Phalaropus lobatus,Phalaropus fulicarius,Red Phalarope,50.26,Phalaropus lobatus,Red necked Phalarope,34.13,Phalaropus tricolor,Wilson's Phalarope,6.99,Chlidonias niger,Black Tern,0.5,Chroicocephalus philadelphia,Bonaparte's Gull,0.25
4/31461314,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,55.35,Phalaropus fulicarius,Red Phalarope,34.16,Phalaropus tricolor,Wilson's Phalarope,3.2,Calidris alba,Sanderling,0.2,Chroicocephalus philadelphia,Bonaparte's Gull,0.12
5/31461305,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,70.91,Phalaropus fulicarius,Red Phalarope,21.14,Phalaropus tricolor,Wilson's Phalarope,3.09,Calidris alba,Sanderling,0.1,Himantopus himantopus,Black winged Stilt,0.08
4/31461304,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,54.6,Phalaropus fulicarius,Red Phalarope,36.43,Phalaropus tricolor,Wilson's Phalarope,3.31,Calidris alba,Sanderling,0.2,Chroicocephalus philadelphia,Bonaparte's Gull,0.08
4/31643774,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,90.1,Phalaropus tricolor,Wilson's Phalarope,5.05,Phalaropus fulicarius,Red Phalarope,1.62,Recurvirostra avosetta,Pied Avocet,0.3,Recurvirostra americana,American Avocet,0.19
3/31643773,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,69.59,Phalaropus tricolor,Wilson's Phalarope,22.46,Phalaropus fulicarius,Red Phalarope,2.44,Recurvirostra avosetta,Pied Avocet,0.32,Himantopus himantopus,Black winged Stilt,0.25
2/31643772,Phalaropus lobatus,Phalaropus lobatus,Red necked Phalarope,61.0,Phalaropus tricolor,Wilson's Phalarope,16.8,Phalaropus fulicarius,Red Phalarope,6.65,Himantopus himantopus,Black winged Stilt,1.57,Recurvirostra avosetta,Pied Avocet,1.46
0/32672780,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,20.56,Xema sabini,Sabine's Gull,13.28,Phalaropus lobatus,Red necked Phalarope,12.24,Ardenna gravis,Great Shearwater,5.94,Chroicocephalus philadelphia,Bonaparte's Gull,4.96
2/32671632,Phalaropus fulicarius,Phalaropus lobatus,Red necked Phalarope,75.64,Phalaropus fulicarius,Red Phalarope,6.8,Cepphus grylle,Black Guillemot,4.27,Phalaropus tricolor,Wilson's Phalarope,3.55,Cepphus columba,Pigeon Guillemot,0.41
1/32671631,Phalaropus fulicarius,Cerorhinca monocerata,Rhinoceros Auklet,3.97,Clangula hyemalis,Long tailed Duck,3.47,Somateria mollissima,Common Eider,2.6,Phalaropus lobatus,Red necked Phalarope,2.09,Cepphus grylle,Black Guillemot,1.88
0/32671630,Phalaropus fulicarius,Phalaropus lobatus,Red necked Phalarope,14.5,Cepphus grylle,Black Guillemot,5.2,Cerorhinca monocerata,Rhinoceros Auklet,3.8,Cepphus columba,Pigeon Guillemot,2.87,Histrionicus histrionicus,Harlequin Duck,2.73
9/32671629,Phalaropus fulicarius,Somateria mollissima,Common Eider,6.99,Phalaropus lobatus,Red necked Phalarope,4.09,Histrionicus histrionicus,Harlequin Duck,2.66,Podiceps auritus,Horned Grebe,2.59,Aechmophorus occidentalis,Western Grebe,2.22
7/32669787,Phalaropus fulicarius,Phalaropus tricolor,Wilson's Phalarope,23.38,Phalaropus fulicarius,Red Phalarope,20.36,Calidris alba,Sanderling,9.55,Phalaropus lobatus,Red necked Phalarope,9.05,Sterna forsteri,Forster's Tern,4.64
9/32651519,Phalaropus fulicarius,Phalaropus lobatus,Red necked Phalarope,54.78,Phalaropus fulicarius,Red Phalarope,25.28,Phalaropus tricolor,Wilson's Phalarope,15.64,Recurvirostra americana,American Avocet,0.06,Recurvirostra avosetta,Pied Avocet,0.06
7/32651267,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,37.93,Phalaropus lobatus,Red necked Phalarope,31.26,Phalaropus tricolor,Wilson's Phalarope,20.92,Chroicocephalus philadelphia,Bonaparte's Gull,0.32,Sterna forsteri,Forster's Tern,0.17
8/32634048,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,54.23,Phalaropus tricolor,Wilson's Phalarope,38.46,Phalaropus lobatus,Red necked Phalarope,5.13,Leucophaeus pipixcan,Franklin's Gull,0.09,Himantopus mexicanus,Black necked Stilt,0.05
7/32634047,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,72.03,Phalaropus tricolor,Wilson's Phalarope,20.21,Phalaropus lobatus,Red necked Phalarope,4.72,Chlidonias niger,Black Tern,0.14,Chroicocephalus philadelphia,Bonaparte's Gull,0.13
6/32634046,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,78.84,Phalaropus tricolor,Wilson's Phalarope,7.26,Phalaropus lobatus,Red necked Phalarope,4.4,Chlidonias niger,Black Tern,0.49,Sterna forsteri,Forster's Tern,0.45
5/32634045,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,67.58,Phalaropus tricolor,Wilson's Phalarope,12.65,Phalaropus lobatus,Red necked Phalarope,2.2,Sterna forsteri,Forster's Tern,1.31,Sternula antillarum,Least Tern,0.93
0/32607550,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,62.03,Phalaropus lobatus,Red necked Phalarope,19.57,Phalaropus tricolor,Wilson's Phalarope,13.64,Anas querquedula,garganey,0.11,Sternula antillarum,Least Tern,0.1
9/32607549,Phalaropus fulicarius,Gallinula galeata,Common Gallinule,16.77,Porzana carolina,Sora,7.42,Phalaropus tricolor,Wilson's Phalarope,6.65,Tringa semipalmata inornatus,willet,5.52,Gallinula tenebrosa,Dusky Moorhen,3.92
1/32608921,Phalaropus fulicarius,Clangula hyemalis,Long tailed Duck,27.44,Somateria mollissima,Common Eider,7.91,Podiceps cristatus,Great Crested Grebe,3.45,Podiceps auritus,Horned Grebe,3.39,Melanitta perspicillata,Surf Scoter,2.65
9/32593219,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,87.43,Phalaropus tricolor,Wilson's Phalarope,5.55,Phalaropus lobatus,Red necked Phalarope,4.68,Leucophaeus pipixcan,Franklin's Gull,0.05,Fulmarus glacialis,Northern Fulmar,0.03
8/32593218,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,90.74,Phalaropus lobatus,Red necked Phalarope,4.39,Phalaropus tricolor,Wilson's Phalarope,3.48,Fulmarus glacialis,Northern Fulmar,0.02,Cepphus grylle,Black Guillemot,0.01
3/32483223,Phalaropus fulicarius,Anas rubripes,American Black Duck,26.34,Anas strepera, ,17.91,Anas fulvigula,Mottled Duck,6.33,Aythya americana,Redhead,3.88,Anas acuta,Northern Pintail,3.11
2/32488262,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,35.77,Phalaropus tricolor,Wilson's Phalarope,33.26,Phalaropus lobatus,Red necked Phalarope,7.33,Anas penelope, ,0.7,Chroicocephalus philadelphia,Bonaparte's Gull,0.68
1/32488261,Phalaropus fulicarius,Phalaropus tricolor,Wilson's Phalarope,52.22,Phalaropus fulicarius,Red Phalarope,23.88,Phalaropus lobatus,Red necked Phalarope,10.85,Recurvirostra americana,American Avocet,1.53,Recurvirostra avosetta,Pied Avocet,0.63
0/32488260,Phalaropus fulicarius,Phalaropus lobatus,Red necked Phalarope,27.53,Phalaropus fulicarius,Red Phalarope,23.07,Phalaropus tricolor,Wilson's Phalarope,20.52,Aechmophorus occidentalis,Western Grebe,2.57,Podiceps grisegena,Red necked Grebe,2.49
9/32488259,Phalaropus fulicarius,Phalaropus tricolor,Wilson's Phalarope,50.52,Phalaropus lobatus,Red necked Phalarope,20.74,Phalaropus fulicarius,Red Phalarope,20.37,Anas acuta,Northern Pintail,0.26,Recurvirostra americana,American Avocet,0.26
8/32488258,Phalaropus fulicarius,Phalaropus lobatus,Red necked Phalarope,32.75,Phalaropus tricolor,Wilson's Phalarope,22.63,Phalaropus fulicarius,Red Phalarope,17.62,Anas acuta,Northern Pintail,2.4,Podiceps grisegena,Red necked Grebe,1.27
4/32472044,Phalaropus fulicarius,Phalaropus fulicarius,Red Phalarope,79.96,Phalaropus lobatus,Red necked Phalarope,7.01,Phalaropus tricolor,Wilson's Phalarope,3.13,Sterna forsteri,Forster's Tern,0.48,Chroicocephalus philadelphia,Bonaparte's Gull,0.25
5/32300375,Stercorarius pomarinus,Stercorarius parasiticus,Parasitic Jaeger,18.11,Stercorarius pomarinus,Pomarine Jaeger,18.01,Chlidonias niger,Black Tern,2.34,Limosa haemastica,Hudsonian Godwit,1.8,Columba livia,Rock Pigeon,1.48
0/32283730,Stercorarius pomarinus,Ardenna gravis,Great Shearwater,10.37,Ardenna creatopus,Pink footed Shearwater,4.51,Melanitta americana,Black Scoter,2.72,Phoebastria immutabilis,Laysan Albatross,2.5,Branta bernicla,Brant,2.39
9/32283729,Stercorarius pomarinus,Phoebastria nigripes,Black footed Albatross,58.9,Phoebastria immutabilis,Laysan Albatross,9.64,Fregata magnificens,Magnificent Frigatebird,1.52,Ardenna gravis,Great Shearwater,1.44,Ardenna creatopus,Pink footed Shearwater,1.2
8/32283728,Stercorarius pomarinus,Fregata magnificens,Magnificent Frigatebird,14.33,Pygoscelis adeliae,adelie penguin,7.13,Rostrhamus sociabilis,Snail Kite,4.1,Larus dominicanus,Kelp Gull,2.6,Hirundo rustica erythrogaster,American Barn Swallow,2.56
7/32283727,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,38.33,Stercorarius parasiticus,Parasitic Jaeger,10.28,Tringa ochropus,Green Sandpiper,1.47,Gavia stellata,Red throated Loon,1.47,Onychoprion fuscatus,Sooty Tern,1.12
6/32283726,Stercorarius pomarinus,Tringa ochropus,Green Sandpiper,54.77,Onychoprion fuscatus,Sooty Tern,1.25,Stercorarius pomarinus,Pomarine Jaeger,0.91,Tringa semipalmata,Willet,0.86,Fregata magnificens,Magnificent Frigatebird,0.79
8/32282508,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,17.33,Stercorarius parasiticus,Parasitic Jaeger,9.54,Larus argentatus smithsonianus,American Herring Gull,6.23,Larus dominicanus dominicanus,Southern Black backed Gull,3.84,Falco peregrinus,Peregrine Falcon,3.83
6/32282506,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,7.85,Buteo buteo,Common Buzzard,4.78,Buteo plagiatus,Gray Hawk,3.45,Columba livia,Rock Pigeon,3.4,Stercorarius parasiticus,Parasitic Jaeger,2.53
4/32282504,Stercorarius pomarinus,Buteo buteo,Common Buzzard,15.61,Phoebastria nigripes,Black footed Albatross,6.83,Phoebastria immutabilis,Laysan Albatross,5.52,Buteo swainsoni,Swainson's Hawk,3.43,Buteo platypterus,Broad winged Hawk,3.43
0/32282500,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,13.76,Stercorarius parasiticus,Parasitic Jaeger,9.48,Chordeiles minor,Common Nighthawk,5.7,Larus argentatus smithsonianus,American Herring Gull,2.3,Buteo lagopus,Rough legged Hawk,2.29
9/32282499,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,51.04,Stercorarius parasiticus,Parasitic Jaeger,7.58,Falco peregrinus,Peregrine Falcon,2.16,Chordeiles acutipennis,Lesser Nighthawk,1.11,Rostrhamus sociabilis,Snail Kite,1.1
5/32282495,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,43.79,Stercorarius parasiticus,Parasitic Jaeger,24.67,Larus heermanni,Heermann's Gull,0.91,Chordeiles minor,Common Nighthawk,0.86,Fregata magnificens,Magnificent Frigatebird,0.86
2/32282492,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,61.74,Stercorarius parasiticus,Parasitic Jaeger,18.63,Chordeiles minor,Common Nighthawk,0.58,Pluvialis dominica,American Golden Plover,0.25,Chlidonias niger,Black Tern,0.23
1/32282491,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,26.22,Chordeiles acutipennis,Lesser Nighthawk,6.21,Stercorarius parasiticus,Parasitic Jaeger,4.3,Chordeiles minor,Common Nighthawk,2.66,Phoebastria immutabilis,Laysan Albatross,1.44
0/32282490,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,53.09,Stercorarius parasiticus,Parasitic Jaeger,18.14,Chordeiles minor,Common Nighthawk,4.64,Chordeiles acutipennis,Lesser Nighthawk,2.27,Columba livia,Rock Pigeon,1.02
5/32282485,Stercorarius pomarinus,Chlidonias niger,Black Tern,25.27,Stercorarius parasiticus,Parasitic Jaeger,23.53,Stercorarius pomarinus,Pomarine Jaeger,7.28,Progne subis,Purple Martin,5.2,Hirundo rustica,Barn Swallow,1.92
3/32282483,Stercorarius pomarinus,Stercorarius parasiticus,Parasitic Jaeger,27.35,Stercorarius pomarinus,Pomarine Jaeger,21.51,Chlidonias niger,Black Tern,3.16,Columba livia,Rock Pigeon,2.5,Columba livia domestica,Feral Pigeon,1.75
2/32282482,Stercorarius pomarinus,Chordeiles minor,Common Nighthawk,22.89,Chordeiles acutipennis,Lesser Nighthawk,10.21,Gallinago delicata,Wilson's Snipe,5.99,Asio flammeus,Short eared Owl,4.71,Stercorarius parasiticus,Parasitic Jaeger,3.0
1/32282481,Stercorarius pomarinus,Chordeiles minor,Common Nighthawk,42.4,Stercorarius pomarinus,Pomarine Jaeger,14.44,Stercorarius parasiticus,Parasitic Jaeger,8.84,Chordeiles acutipennis,Lesser Nighthawk,3.83,Chlidonias niger,Black Tern,1.37
0/32282480,Stercorarius pomarinus,Stercorarius parasiticus,Parasitic Jaeger,24.93,Stercorarius pomarinus,Pomarine Jaeger,14.51,Pelecanus occidentalis californicus,California Brown Pelican,3.23,Pelecanus occidentalis,Brown Pelican,2.1,Morus serrator,Australasian Gannet,2.06
9/32282479,Stercorarius pomarinus,Stercorarius parasiticus,Parasitic Jaeger,12.23,Melanitta americana,Black Scoter,2.76,Cerorhinca monocerata,Rhinoceros Auklet,2.74,Pelecanus occidentalis californicus,California Brown Pelican,2.0,Pelecanus occidentalis,Brown Pelican,1.87
8/32282478,Stercorarius pomarinus,Chaetura pelagica,Chimney Swift,4.03,Stercorarius pomarinus,Pomarine Jaeger,3.76,Morus bassanus,Northern Gannet,2.61,Morus serrator,Australasian Gannet,2.12,Cerorhinca monocerata,Rhinoceros Auklet,2.1
9/31843979,Stercorarius pomarinus,Stercorarius pomarinus,Pomarine Jaeger,52.11,Stercorarius parasiticus,Parasitic Jaeger,42.61,Phoebastria nigripes,Black footed Albatross,0.49,Melanitta americana,Black Scoter,0.16,Ardenna gravis,Great Shearwater,0.12
2/31517942,Stercorarius pomarinus,Cepphus grylle,Black Guillemot,8.74,Melanitta fusca,White winged Scoter,6.48,Phalacrocorax pelagicus,Pelagic Cormorant,5.37,Cepphus columba,Pigeon Guillemot,4.74,Phalacrocorax penicillatus,Brandt's Cormorant,4.65
5/31970705,Stercorarius parasiticus,Eschrichtius robustus,Gray Whale,6.92,Pelecanus occidentalis californicus,California Brown Pelican,5.14,Sula leucogaster,Brown Booby,3.65,Stercorarius pomarinus,Pomarine Jaeger,3.55,Morus bassanus,Northern Gannet,3.35
5/31855865,Stercorarius parasiticus,Larus dominicanus,Kelp Gull,13.95,Larus dominicanus dominicanus,Southern Black backed Gull,11.15,Pluvialis squatarola,Black bellied Plover,4.0,Arenaria interpres,Ruddy Turnstone,2.96,Charadrius wilsonia,Wilson's Plover,2.42
4/31855864,Stercorarius parasiticus,Larus dominicanus dominicanus,Southern Black backed Gull,10.76,Larus heermanni,Heermann's Gull,10.32,Larus dominicanus,Kelp Gull,6.84,Larus argentatus,Herring Gull,6.55,Larus occidentalis,Western Gull,4.79
2/31843232,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,45.21,Stercorarius parasiticus,Parasitic Jaeger,11.28,Limosa haemastica,Hudsonian Godwit,4.54,Larus canus,Mew Gull,1.91,Cuculus canorus,Common Cuckoo,1.67
9/31843229,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,7.94,Stercorarius parasiticus,Parasitic Jaeger,6.06,Stelgidopteryx serripennis,Northern Rough winged Swallow,4.95,Cuculus canorus,Common Cuckoo,4.82,Limosa haemastica,Hudsonian Godwit,2.48
9/31843179,Stercorarius parasiticus,Larus canus,Mew Gull,11.18,Larus glaucescens,Glaucous winged Gull,4.83,Stercorarius parasiticus,Parasitic Jaeger,4.54,Larus argentatus,Herring Gull,3.82,Buteo regalis,Ferruginous Hawk,2.69
8/31843178,Stercorarius parasiticus,Larus canus,Mew Gull,14.21,Larus michahellis,Yellow legged Gull,6.19,Larus argentatus,Herring Gull,6.03,Chroicocephalus ridibundus,Black headed Gull,4.86,Larus delawarensis,Ring billed Gull,4.0
7/31843177,Stercorarius parasiticus,Chordeiles minor,Common Nighthawk,7.2,Falco tinnunculus,Eurasian Kestrel,4.86,Cuculus canorus,Common Cuckoo,4.71,Chordeiles acutipennis,Lesser Nighthawk,3.71,Falco mexicanus,Prairie Falcon,3.46
0/31828560,Stercorarius parasiticus,Stercorarius parasiticus,Parasitic Jaeger,36.57,Stercorarius pomarinus,Pomarine Jaeger,18.27,Branta bernicla,Brant,2.49,Pelecanus occidentalis californicus,California Brown Pelican,1.91,Phoebastria nigripes,Black footed Albatross,1.56
9/31828559,Stercorarius parasiticus,Stercorarius parasiticus,Parasitic Jaeger,6.73,Oxyura jamaicensis,Ruddy Duck,5.4,Pelecanus occidentalis,Brown Pelican,4.53,Pelecanus occidentalis californicus,California Brown Pelican,3.63,Melanitta americana,Black Scoter,2.87
7/31829857,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,61.77,Stercorarius parasiticus,Parasitic Jaeger,30.56,Numenius phaeopus,Whimbrel,0.74,Limosa haemastica,Hudsonian Godwit,0.26,Chordeiles minor,Common Nighthawk,0.19
6/31829856,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,71.67,Stercorarius parasiticus,Parasitic Jaeger,20.65,Caracara cheriway,Crested Caracara,1.37,Pandion haliaetus,Osprey,0.78,Numenius phaeopus,Whimbrel,0.43
5/31829855,Stercorarius parasiticus,Larus dominicanus dominicanus,Southern Black backed Gull,30.66,Larus canus,Mew Gull,8.52,Pluvialis squatarola,Black bellied Plover,8.09,Numenius phaeopus,Whimbrel,6.8,Larus dominicanus,Kelp Gull,4.24
4/31829854,Stercorarius parasiticus,Larus heermanni,Heermann's Gull,36.12,Larus dominicanus dominicanus,Southern Black backed Gull,9.7,Stercorarius parasiticus,Parasitic Jaeger,3.75,Leucophaeus atricilla,Laughing Gull,3.46,Larus argentatus,Herring Gull,3.13
3/31829853,Stercorarius parasiticus,Pluvialis squatarola,Black bellied Plover,18.44,Larus dominicanus dominicanus,Southern Black backed Gull,15.53,Pluvialis fulva,Pacific Golden Plover,4.2,Leucophaeus atricilla,Laughing Gull,3.66,Larus heermanni,Heermann's Gull,3.08
3/31538543,Stercorarius parasiticus,Morus bassanus,Northern Gannet,14.84,Clangula hyemalis,Long tailed Duck,4.77,Pelecanus occidentalis,Brown Pelican,4.17,Pelecanus occidentalis californicus,California Brown Pelican,4.0,Mergus serrator,Red breasted Merganser,3.96
2/31538542,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,48.32,Stercorarius parasiticus,Parasitic Jaeger,7.47,Morus bassanus,Northern Gannet,2.79,Melanitta americana,Black Scoter,1.53,Larus heermanni,Heermann's Gull,1.24
1/31538541,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,12.71,Fregata minor,Great Frigatebird,6.76,Sula leucogaster,Brown Booby,6.11,Melanitta americana,Black Scoter,4.95,Fregata magnificens,Magnificent Frigatebird,2.8
1/31389941,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,16.88,Stercorarius parasiticus,Parasitic Jaeger,12.15,Chlidonias niger,Black Tern,6.25,Fregata magnificens,Magnificent Frigatebird,5.92,Onychoprion fuscatus,Sooty Tern,3.56
0/31389940,Stercorarius parasiticus,Stercorarius parasiticus,Parasitic Jaeger,20.09,Stercorarius pomarinus,Pomarine Jaeger,19.85,Fregata magnificens,Magnificent Frigatebird,4.48,Onychoprion fuscatus,Sooty Tern,4.06,Chlidonias niger,Black Tern,2.14
7/31359177,Stercorarius parasiticus,Chordeiles minor,Common Nighthawk,54.95,Stercorarius pomarinus,Pomarine Jaeger,8.14,Chordeiles acutipennis,Lesser Nighthawk,7.29,Falco peregrinus,Peregrine Falcon,3.81,Falco subbuteo,Eurasian Hobby,2.94
6/31359176,Stercorarius parasiticus,Stercorarius pomarinus,Pomarine Jaeger,16.64,Chordeiles minor,Common Nighthawk,10.62,Morus bassanus,Northern Gannet,5.15,Aeronautes saxatalis,White throated Swift,2.71,Stercorarius parasiticus,Parasitic Jaeger,2.38
